id,per_square_meter_price
COL_294488,50915.409148969935
COL_294525,47746.324511520615
COL_294553,40703.09818407608
COL_294558,48734.87893601894
COL_294593,41523.191832922916
COL_294691,42375.15971963665
COL_294716,32173.78665731338
COL_294729,47224.665005237955
COL_294785,63300.83732340563
COL_294917,57927.48140647136
COL_294951,39804.29325532608
COL_294975,43087.12905879351
COL_295255,30500.54030574502
COL_295327,26742.108802668852
COL_295509,45276.550508549284
COL_295595,53732.01143595853
COL_296322,42833.521793065884
COL_296509,32313.76154030967
COL_296521,121868.94115687239
COL_296756,37548.827467835574
COL_296901,42739.032777022265
COL_297293,38043.30624850701
COL_297324,41732.086223009646
COL_297326,44381.24906788024
COL_297329,44336.791095436616
COL_297441,42521.54101986332
COL_297472,38001.33041066892
COL_297631,55010.88356725535
COL_297815,72170.04512469358
COL_298020,33247.26899968102
COL_298046,53710.6151921367
COL_298052,43418.8230014247
COL_298055,72303.179426272
COL_298064,52210.190012998624
COL_298075,54280.260067120915
COL_298099,41903.11473001042
COL_298101,63866.202252200055
COL_298102,47127.720941660235
COL_298103,33483.5032910736
COL_298104,45480.97134364353
COL_298261,51563.79523247728
COL_298459,162676.65565934696
COL_298471,38108.04323983604
COL_298481,44324.90491004314
COL_298516,49541.0259866908
COL_298532,37096.044023882816
COL_298539,40697.67256055583
COL_298593,152819.74179269976
COL_298719,31118.975050528352
COL_298724,41635.726557165544
COL_298733,37669.19083444928
COL_298817,62320.69104998525
COL_298837,48411.94902349229
COL_298968,110760.25654284252
COL_299209,66892.04100972597
COL_299221,153886.148788148
COL_299361,37728.053103267295
COL_299366,54096.53967506441
COL_299450,71813.28997487198
COL_299454,45751.39733590028
COL_299455,66126.7867000294
COL_299459,61888.11796296737
COL_299464,38298.98201703112
COL_299468,53600.693227956515
COL_299486,42388.893224458974
COL_299491,71360.32011732906
COL_299497,57723.04581320197
COL_299499,41379.080317185304
COL_299501,67182.8595017225
COL_299540,42765.80124267488
COL_299615,52874.29880642871
COL_299659,122939.69960310031
COL_299678,116927.30714247611
COL_299795,33123.794640665896
COL_299818,40767.078267451565
COL_299819,67711.95901253031
COL_299820,81327.31058320498
COL_299960,47612.53067815337
COL_300095,63522.29102205637
COL_300108,122274.13950213975
COL_300125,32438.558819660997
COL_300144,166162.61345249772
COL_300225,40719.71022941715
COL_300305,159641.23380005948
COL_300423,42579.442962876215
COL_300491,31908.309991598642
COL_300562,42009.5927204726
COL_300747,36409.54606236826
COL_300816,48426.58080970258
COL_300942,41301.00966556791
COL_300959,43217.81657174959
COL_300962,41277.57426040424
COL_301220,39762.90733858978
COL_301285,45279.790126613065
COL_301290,58829.83607707441
COL_301303,63735.65950549441
COL_301367,34695.88223571944
COL_301368,42805.097635694234
COL_301378,61262.00841330983
COL_301401,48166.658865272424
COL_301444,34696.867270969495
COL_301445,51993.3718602552
COL_301574,64746.689439811256
COL_301649,33001.03962274784
COL_301669,47713.7887594558
COL_301670,41546.58996107448
COL_301679,46640.60544539814
COL_301709,31056.803799538626
COL_301757,118330.73098397926
COL_301819,42460.060878804165
COL_301820,43896.26756620995
COL_301821,45235.57819680307
COL_301822,44243.35557373428
COL_301823,43821.722417375255
COL_301843,44555.250169313425
COL_301976,54792.455274020605
COL_301986,39567.005731970916
COL_302097,44460.76423669613
COL_302111,67915.46074858935
COL_302139,40741.59121566561
COL_302293,39845.6015587135
COL_302294,37988.98503149938
COL_302428,43577.376774831144
COL_302465,39177.66492360308
COL_302497,57043.55761508606
COL_302548,32730.329107895865
COL_302597,41021.337066035914
COL_302726,40768.40407836981
COL_302745,48170.8672028829
COL_302873,40742.86731102265
COL_302926,42862.361871960675
COL_302986,41694.45326327205
COL_302987,40705.57242649047
COL_302994,49644.882700778864
COL_303002,71926.17098288276
COL_303004,41551.081959965595
COL_303007,37721.65851616862
COL_303069,49520.41740756665
COL_303147,31068.810489971278
COL_303265,39013.77391453112
COL_303285,72053.52506507869
COL_303366,40906.03679810962
COL_303405,67911.78267864129
COL_303564,40163.211380346685
COL_303569,33743.38915018676
COL_303618,68239.8322627586
COL_303623,49138.66642205423
COL_303624,46969.12063746795
COL_303625,43721.36240608972
COL_303626,39304.94515853176
COL_303627,47574.05049405101
COL_303637,30870.406062596885
COL_303638,38057.47188043776
COL_304041,48309.77960009371
COL_304147,152081.4477032017
COL_304255,151280.47931142803
COL_304280,47869.32370313212
COL_304320,47549.72362208597
COL_304322,51996.56136302336
COL_304323,33248.90938516792
COL_304324,26500.332564477925
COL_304325,33240.64574970971
COL_304367,41470.37796000914
COL_304546,46947.21540461431
COL_304550,66265.2335972229
COL_304552,80598.96872717873
COL_304561,40330.41826680948
COL_304585,66174.14720051698
COL_304853,81129.98723090046
COL_304902,41570.56009507261
COL_304978,55374.33745982984
COL_304984,38122.8600544118
COL_305002,46796.14922339086
COL_305017,54580.607741529304
COL_305038,32666.832045099738
COL_305057,39819.83106705392
COL_305058,39310.62853271967
COL_305059,38739.636969525964
COL_305114,192236.75126478117
COL_305373,42639.25142767046
COL_305382,67150.73035774835
COL_305383,66239.97093852595
COL_305384,69992.90799980663
COL_305385,69992.90799980663
COL_305386,67149.99620539582
COL_305387,69992.90799980663
COL_305388,66742.14871596477
COL_305413,48766.08766619209
COL_305607,47602.16110628544
COL_305652,48919.780506687246
COL_305726,148973.6575877864
COL_305896,52552.729114358306
COL_305924,37880.536293150995
COL_305926,37812.63076710273
COL_306033,72196.40263147795
COL_306088,47962.455883548646
COL_306141,32779.420036689546
COL_306143,43436.27783426296
COL_306144,46599.48474403683
COL_306151,38286.508827395635
COL_306153,43602.597777675255
COL_306154,45016.902749154484
COL_306155,30662.675677955598
COL_306206,47300.466780975454
COL_306621,48452.061961952575
COL_306728,45276.47921781328
COL_306758,43017.433698154215
COL_306763,72108.58227848753
COL_306803,58269.84556218927
COL_306853,42766.049425891455
COL_306892,38017.24750582705
COL_306938,66230.15168568309
COL_307001,40007.33307135467
COL_307043,52638.20906366944
COL_307158,45392.03191941444
COL_307269,46984.8579741184
COL_307356,66226.97671676555
COL_307480,40731.505535908014
COL_307529,48345.01970802416
COL_307623,37197.625269144606
COL_307819,42846.995028936195
COL_307874,42975.19763132484
COL_307945,66296.773372181
COL_307986,58691.09555599976
COL_308206,47788.17547980388
COL_308211,36342.8631722824
COL_308429,57261.40575836818
COL_308446,34725.46543096822
COL_308472,43136.82080829788
COL_308486,57667.36864775782
COL_308492,58071.33648846063
COL_308493,54899.03001026545
COL_308743,40921.39216575215
COL_308803,37749.58882331455
COL_308813,56452.18894432792
COL_308963,49100.71111810721
COL_308966,32687.603630272344
COL_309079,44264.105649214136
COL_309121,38108.04323983604
COL_309434,33081.2993529945
COL_309612,40769.975157798144
COL_309635,22820.59971548557
COL_309640,37772.92458752127
COL_309642,38003.77323538466
COL_309784,48822.53498278667
COL_310093,34600.74792329104
COL_310107,34605.580878656765
COL_310164,40308.72800325802
COL_310207,48581.21638292406
COL_310218,37515.94260341469
COL_310311,41090.63249165127
COL_310315,47996.43323705441
COL_310359,49205.361864355684
COL_310405,67896.31775958877
COL_310447,48256.37581203837
COL_310503,42968.46617038824
COL_310570,33556.935498416984
COL_310590,44802.57871163838
COL_310604,44129.01529978682
COL_310641,93393.85050414318
COL_310642,48093.58628531877
COL_310656,200280.2127535353
COL_310722,39842.12417747789
COL_310897,40215.07860706613
COL_311016,30782.87257218321
COL_311017,42180.7088352612
COL_311018,40758.11876346834
COL_311025,36399.11723805578
COL_311026,45267.867903528226
COL_311068,32261.24423221098
COL_311128,41548.24710963534
COL_311187,86727.7920551678
COL_311188,84976.17113491756
COL_311328,123297.52934941763
COL_311348,39826.50286669648
COL_311537,52209.65090374499
COL_311660,36406.958173384315
COL_311665,42023.194785657586
COL_311698,33032.948893658446
COL_311704,208773.98864864185
COL_311870,46624.22867829292
COL_312002,46543.62157563382
COL_312005,97071.41434423102
COL_312006,82685.9678313575
COL_312007,83148.50320902168
COL_312010,76238.13524155694
COL_312014,39360.502228315265
COL_312208,43082.466651746436
COL_312270,47538.8231174932
COL_312284,59363.383466431624
COL_312290,31458.33170122935
COL_312323,58946.5836100138
COL_312335,48005.91938580196
COL_312455,42431.07288120058
COL_312609,45461.39408210831
COL_312628,43072.5025996095
COL_312649,60253.3213424801
COL_312672,41499.037053785934
COL_312673,32253.261926704046
COL_312695,50597.962239162276
COL_312997,189862.0087948365
COL_313006,53052.11548779669
COL_313065,54245.88274677118
COL_313068,53889.93395538463
COL_313211,43067.934052716555
COL_313268,136996.81602899387
COL_313304,47769.02882287229
COL_313352,41988.716381656704
COL_313363,46266.683628485276
COL_313535,66180.52077415373
COL_313559,91229.38189672533
COL_313572,46092.92302215959
COL_313573,46637.7174119824
COL_313574,46797.6596971206
COL_313597,46554.93357918884
COL_313606,42345.909715903595
COL_313694,66230.40515998207
COL_313703,41427.831458628
COL_313717,76822.56949584399
COL_313789,31042.309844223026
COL_313791,37823.95663779406
COL_313814,59007.61167648368
COL_314054,77041.58680103817
COL_314055,77042.28590880729
COL_314058,77081.58768150737
COL_314069,37037.17876187794
COL_314170,40507.61068852252
COL_314185,47498.60264605768
COL_314186,45686.411773870364
COL_314187,46456.68234699498
COL_314190,58965.64876421534
COL_314196,46089.48994508701
COL_314211,52666.506108886366
COL_314230,47405.58335524167
COL_314308,42394.25519040567
COL_314419,41894.35744014197
COL_314536,41564.02408196938
COL_314628,47490.058588756125
COL_314746,48035.94309571206
COL_314818,49513.854000663065
COL_314821,49630.09610952939
COL_314859,40338.014444878754
COL_314860,37749.65255751003
COL_314899,82123.75841453232
COL_314907,41478.668591194415
COL_314997,37773.028446381955
COL_315015,76118.44978945957
COL_315135,41223.069181445164
COL_315502,44662.5699085184
COL_315578,39796.33620423355
COL_315599,30999.583609209796
COL_315602,40635.42367844776
COL_315621,36441.26147582454
COL_315652,59794.753830102396
COL_315673,233616.3245515325
COL_315724,45294.185758730164
COL_315806,32693.747520434754
COL_315970,48165.212742504984
COL_315976,32855.045787418945
COL_315977,30979.717407349333
COL_316014,36372.87577804569
COL_316015,48833.27631282976
COL_316017,47470.52007015079
COL_316021,42294.920117905
COL_316022,31074.666620383075
COL_316023,42385.02418682466
COL_316024,53334.48160676483
COL_316025,53334.48160676483
COL_316150,46001.47774758472
COL_316180,67905.53773044194
COL_316181,40718.22858767173
COL_316289,46306.89128685287
COL_316308,32734.161519340843
COL_316323,32174.43625009804
COL_316387,34516.94132534232
COL_316388,34516.94132534232
COL_316389,37521.409891220304
COL_316390,36475.291486328744
COL_316392,30990.75884330733
COL_316423,37601.41778115381
COL_316446,52608.91531496039
COL_316448,48205.67249785381
COL_316562,37158.24172627078
COL_316629,39773.790361716485
COL_316720,46359.28899017681
COL_316897,92182.08383543266
COL_316942,42246.85880488623
COL_317174,44672.58753758712
COL_317405,47546.25565544897
COL_317423,52565.707688822666
COL_317789,40800.739336966006
COL_317930,75736.08292943511
COL_318181,70203.60356775884
COL_318209,72006.0798896697
COL_318336,40251.99837312101
COL_318357,30995.98334246526
COL_318384,40732.021477169284
COL_318425,48117.923940435154
COL_318499,33200.7849014554
COL_318575,67337.80583301168
COL_318696,62151.508591852464
COL_318698,231260.24768177888
COL_318712,55417.78515201944
COL_318765,66170.36640298927
COL_319064,68658.08974037303
COL_319104,46598.300403294794
COL_319163,39220.07916778547
COL_319251,46168.41568804799
COL_319500,44345.280008720896
COL_319542,94147.55113267942
COL_319671,47883.35610418519
COL_319675,49290.53874092121
COL_319987,42582.05411923627
COL_319998,38014.197764284814
COL_320000,45670.72443158405
COL_320001,45663.68802500729
COL_320028,39796.2028895615
COL_320128,46253.652096205515
COL_320171,46588.04501043423
COL_320291,44049.152961130036
COL_320376,44022.181073633874
COL_320430,30992.829699785867
COL_320446,37650.467675743304
COL_320452,31498.45956030846
COL_320470,37615.478166251414
COL_320478,42749.86617663724
COL_320498,43996.052498947654
COL_320518,39801.65932045057
COL_320693,66479.03168708061
COL_320824,58738.6449618926
COL_320905,32168.791231836836
COL_320942,90988.92588630323
COL_320966,46668.10644746143
COL_321061,51560.09083649327
COL_321088,52758.75740966464
COL_321099,69810.4535674469
COL_321128,95823.06810907119
COL_321407,40777.81149072148
COL_321417,59109.26246540851
COL_321427,52199.266296168156
COL_321474,43068.25078438894
COL_321621,34726.47120608723
COL_321670,40874.447622848034
COL_321677,36253.12046492659
COL_321820,49225.901196921914
COL_322106,51127.08976804007
COL_322266,36368.7348695279
COL_322288,72783.20548665356
COL_322290,66296.773372181
COL_322311,39828.637815526556
COL_322356,72530.54873133454
COL_322378,32929.41326561347
COL_322380,40094.48329962547
COL_322428,68350.1747880641
COL_322436,50333.51730173205
COL_322462,44541.40838374878
COL_322463,38006.97169814703
COL_322511,47469.96739040494
COL_322568,53176.397005954124
COL_322595,49286.48715328602
COL_322623,40344.54809848504
COL_322624,81637.05765620033
COL_322665,51557.601531597094
COL_322676,54925.7928092637
COL_322749,42666.46597265542
COL_322954,39825.49054356471
COL_323025,63619.303651989416
COL_323034,46960.77827358349
COL_323061,48323.31728883444
COL_323075,26804.482309413743
COL_323078,41842.956391472064
COL_323084,42464.42678740916
COL_323247,51804.10749571781
COL_323258,60459.70836082289
COL_323261,68270.26665114898
COL_323330,51900.00103863253
COL_323355,61490.66777063142
COL_323590,42936.904559301576
COL_323647,40824.38028005563
COL_323671,49009.64332807566
COL_323683,233499.86457868264
COL_323882,47158.46917391327
COL_323938,46874.11970070205
COL_324197,116692.25862653829
COL_324268,32685.11017759832
COL_324269,31119.08662835558
COL_324455,72263.88591993254
COL_324459,76322.91305618078
COL_324622,53057.57487404405
COL_324655,38340.84682765047
COL_324779,37633.97670553671
COL_324786,49354.01845922353
COL_324787,47199.11191702831
COL_324926,42540.753801463376
COL_324927,41282.33754537396
COL_324936,33022.054062151
COL_324940,89355.1428812246
COL_324941,47270.74521967826
COL_325131,80390.38329713834
COL_325182,44192.97386815383
COL_325196,50871.869902988714
COL_325210,48688.61030678355
COL_325348,36388.17092286233
COL_325392,40764.42791219995
COL_325405,53300.873547050294
COL_325545,95237.89931826618
COL_325588,66174.14720051698
COL_325648,71577.00341751041
COL_325649,71764.52971792247
COL_325650,61983.15328650494
COL_325651,58832.34486851858
COL_325652,52823.76973857649
COL_325653,57680.656849698695
COL_325696,72121.0198039166
COL_325699,49590.22962429341
COL_325703,46832.06651465822
COL_325707,54380.85447070514
COL_325847,39817.113011635025
COL_325884,31297.091450985354
COL_325904,47767.834111009564
COL_325905,37848.46493849961
COL_325942,51999.43398199479
COL_325998,84989.87979394448
COL_326043,37678.262437152174
COL_326045,36313.64762479282
COL_326068,45305.80341430243
COL_326108,46511.73780521307
COL_326130,72712.49535160686
COL_326171,46124.96870744369
COL_326268,50772.685052737295
COL_326466,50947.43806045387
COL_326531,36405.430672173046
COL_326680,32086.272544178217
COL_326753,41688.144838237524
COL_326804,42674.616010145066
COL_326997,37566.146947137684
COL_327062,38186.44301483054
COL_327071,31044.478822651676
COL_327138,44245.6616129473
COL_327471,36485.42516627873
COL_327568,36501.99590277167
COL_327627,52576.46540096011
COL_327732,47254.426791523554
COL_328038,49358.480498113495
COL_328039,47192.96621394003
COL_328086,41454.47579959336
COL_328127,53461.48181783572
COL_328128,45116.13400442466
COL_328240,47735.94976587902
COL_328284,48454.835315728655
COL_328358,39566.07695960332
COL_328408,39191.94886880979
COL_328598,41723.02762073985
COL_328785,32096.256710880345
COL_328832,61540.95686130436
COL_328912,49307.41932740268
COL_328916,48303.44450198648
COL_328952,46345.447862713845
COL_328998,42948.219037723306
COL_329153,48522.44821433066
COL_329196,53170.18052114228
COL_329239,68027.37848344681
COL_329262,67869.5181571148
COL_329356,40953.074478200055
COL_329509,53023.796523523735
COL_329554,42954.00072127351
COL_329557,41599.435088092076
COL_329663,39774.84325752249
COL_329708,44843.081314207935
COL_329757,30789.140512455444
COL_329828,54127.06185755518
COL_329829,43774.06170348998
COL_329857,32952.79286644784
COL_330022,47948.6911028438
COL_330075,41854.23714168978
COL_330085,49591.08423295154
COL_330199,62164.94915343583
COL_330234,40828.64652784439
COL_330254,71909.68432957475
COL_330260,55007.05254913239
COL_330277,44961.82330225689
COL_330324,40726.71416687725
COL_330335,31102.294841358278
COL_330474,58646.3612502053
COL_330477,42863.67953109938
COL_330553,71730.90490300875
COL_330624,41518.58032259888
COL_330666,55113.247218942946
COL_331046,62100.120838126524
COL_331047,50023.38249118553
COL_331049,45964.56151946852
COL_331062,102356.73679427138
COL_331205,89189.26738869949
COL_331263,44851.65344571821
COL_331270,45365.566945976134
COL_331278,55461.150102882864
COL_331289,40855.79021336797
COL_331365,47997.395846852494
COL_331412,48436.07723488829
COL_331441,42495.86610568981
COL_331442,42377.37644148371
COL_331466,32851.657352905226
COL_331559,41542.84853807678
COL_331572,42607.59360422882
COL_331601,44658.1255388859
COL_331762,30923.16558441106
COL_332006,36287.49122259213
COL_332433,48525.54312405574
COL_332669,55116.01674955311
COL_332717,40470.70295766706
COL_332726,45677.03100756963
COL_332856,32707.50824718454
COL_332908,89922.1231580844
COL_332909,89722.59327556267
COL_332910,89730.35703399917
COL_332939,45821.97987307371
COL_333190,89922.1231580844
COL_333309,36995.948194469864
COL_333329,37641.77566338102
COL_333350,46175.55038678151
COL_333390,42691.4972652798
COL_333472,47474.37915129153
COL_333473,77028.18612772426
COL_333518,44655.91998273215
COL_333530,66903.55854529329
COL_333545,76522.73631845211
COL_333556,43047.940229904256
COL_333576,36610.40211465034
COL_333736,30581.51941374388
COL_333788,44458.472245168734
COL_333866,37693.21989602996
COL_333867,36305.69795198079
COL_333928,51774.792889342614
COL_333957,45920.21103620335
COL_334037,52858.22085128824
COL_334047,56246.640903605905
COL_334091,81240.20029082388
COL_334183,45134.51169441139
COL_334229,57926.81720487946
COL_334288,105856.58613352805
COL_334468,47740.80249711375
COL_334548,32665.513105647642
COL_334639,41619.76498218595
COL_334741,44537.01693889742
COL_334989,63689.120341812915
COL_335047,56857.32525682236
COL_335092,48352.195768673286
COL_335505,39560.628950964514
COL_335523,43546.31539396731
COL_335574,66143.18068000296
COL_335589,57714.583669465625
COL_335708,49516.067952114994
COL_335714,72037.95818054704
COL_335836,48865.403995995606
COL_336093,42132.12881560309
COL_336095,37623.53203692898
COL_336259,41821.754671247094
COL_336264,52556.98302762905
COL_336267,40097.566767030956
COL_336462,100347.28985738954
COL_336493,52691.12619886905
COL_336495,43353.6839610724
COL_336499,50647.24425932384
COL_336531,36459.252170930726
COL_336685,33043.36773761693
COL_336736,71963.82007704664
COL_336855,45792.90505266508
COL_336874,44017.75343660482
COL_336932,40888.15384503601
COL_336963,90294.40234350547
COL_336967,36442.324858872125
COL_337195,53313.655824887064
COL_337254,73074.94264634798
COL_337273,48040.46661693176
COL_337309,47738.38614117725
COL_337318,42686.21470296369
COL_337346,46533.32347260198
COL_337386,48088.41824050966
COL_337590,37460.08694738755
COL_337593,36431.43064335485
COL_337666,61386.37508522191
COL_337681,39848.61403420309
COL_337895,31029.989339992677
COL_337901,71105.55239521392
COL_337971,42632.59237378459
COL_338002,41420.04023281387
COL_338038,42138.27580407941
COL_338039,37984.53417079695
COL_338276,36616.50017082067
COL_338279,49845.23246614878
COL_338421,32058.752674824955
COL_338506,46583.30408954289
COL_338557,55819.046093737845
COL_338558,47202.00411943303
COL_338559,55359.699888992225
COL_338560,49355.88703417577
COL_338561,49342.301403089645
COL_338562,58647.6707071703
COL_338607,48843.8899677435
COL_338609,48772.84113370969
COL_338673,38018.41561217121
COL_338850,34722.602169310216
COL_338864,46519.11711589621
COL_338944,37815.47338730882
COL_339089,86426.50036757473
COL_339113,36574.07979675248
COL_339428,44480.27574507879
COL_339440,37989.46897831158
COL_339645,40381.08531049457
COL_339657,42506.58291236958
COL_339727,48780.72095311277
COL_339728,48779.572338536556
COL_339729,50995.54142849979
COL_339772,46815.29590288386
COL_339793,42442.46272465592
COL_339822,32659.353886502588
COL_339866,48018.01280484215
COL_339878,66495.8942967401
COL_339889,30956.624036645593
COL_339893,38045.33076580323
COL_339912,72318.23765481293
COL_339987,32182.775465080413
COL_339993,69872.60247537945
COL_340011,63175.23807644387
COL_340117,44333.73533252642
COL_340369,44702.761994730936
COL_340447,67631.90841674698
COL_340462,37639.5192253001
COL_340506,29830.625479638165
COL_340519,47561.71072918415
COL_340520,45165.41974430093
COL_340521,37998.47572107158
COL_340655,82498.09125266911
COL_340657,44239.793032233414
COL_340794,91443.81319044699
COL_340796,41685.10037563574
COL_340898,72676.57930893588
COL_340975,43064.838083422845
COL_340994,68737.69149789734
COL_340995,62056.71049240704
COL_341014,41516.52138423752
COL_341069,118967.99984012276
COL_341070,44830.853620638474
COL_341184,49961.81098408809
COL_341212,44503.95555523953
COL_341220,46772.31906159797
COL_341237,44935.497749334296
COL_341310,41384.82540635272
COL_341351,38101.22112893119
COL_341414,68117.42971302161
COL_341465,39678.790287463824
COL_341487,36523.43517983929
COL_341496,43215.37452917931
COL_341683,41277.56955857999
COL_341692,32718.644609632065
COL_341722,68624.11513158432
COL_341744,46366.71865606625
COL_341762,47619.785368180565
COL_341805,38036.37729344351
COL_341889,42378.08352752383
COL_341936,44853.16851366706
COL_342040,58704.148101126375
COL_342111,52837.56426208887
COL_342208,44388.62108046692
COL_342209,33160.42317343813
COL_342211,48369.58186985303
COL_342212,36851.995301534625
COL_342258,51969.9677075745
COL_342326,52182.77021888926
COL_342405,44854.417038920285
COL_342407,41927.093154704125
COL_342425,50201.37878550515
COL_342426,51291.4935224589
COL_342438,67972.61596409805
COL_342505,48607.89006710839
COL_342623,41938.16146712151
COL_342714,48434.23250671807
COL_342734,42887.63651856365
COL_342947,53999.68102942534
COL_342948,34525.8963167627
COL_343030,42420.13010731847
COL_343036,53545.99623051072
COL_343039,33073.80947879603
COL_343047,47648.72379357829
COL_343070,32487.080883215276
COL_343169,90533.3915485793
COL_343269,53321.3516154394
COL_343324,45486.01707668764
COL_343430,34445.212964988976
COL_343527,32685.548013398908
COL_343636,42253.2425984875
COL_343649,43261.054680775014
COL_343852,39743.46612834208
COL_343866,75448.09065751093
COL_343993,61401.7009547994
COL_344179,49024.74827266748
COL_344278,48656.41929804189
COL_344298,41368.4703816134
COL_344312,51058.41789770016
COL_344350,41359.11204727749
COL_344578,42887.9834844762
COL_344772,44521.78224811086
COL_344807,42833.57242665953
COL_344844,43479.08498579168
COL_344845,48124.8232150704
COL_344887,39276.276436946675
COL_344960,42477.46921514914
COL_344969,170301.2133453531
COL_345017,38046.73298129615
COL_345055,42716.57502786444
COL_345062,71256.91140255818
COL_345102,61469.68456105659
COL_345117,84366.41858539841
COL_345119,68599.66194648133
COL_345171,44257.46154951053
COL_345187,63438.07703399443
COL_345195,131365.39533090568
COL_345287,37968.075178944564
COL_345351,57911.17398530597
COL_345558,42803.171141284285
COL_345594,42178.267208736506
COL_345718,48121.8402731813
COL_345723,42150.20125043129
COL_345736,48309.0834471834
COL_345839,47774.57620283037
COL_345884,32882.16701382644
COL_345971,30993.753070747924
COL_345996,51264.58301735635
COL_346013,116452.7710008324
COL_346015,121658.66547668818
COL_346208,49637.879302050096
COL_346276,42647.585902789964
COL_346296,46410.428918384336
COL_346516,42296.61089642158
COL_346518,41317.760017102955
COL_346522,73587.45222319511
COL_346623,84735.70943044778
COL_346677,90808.84307795002
COL_346698,43370.27531494615
COL_346776,66326.65173871804
COL_346813,40597.418593274386
COL_346829,43963.308375660345
COL_346974,45293.622846675375
COL_346975,48055.53814104712
COL_347000,45106.17284080545
COL_347011,71675.59286844874
COL_347186,51402.72327373359
COL_347284,37965.97490795924
COL_347293,32702.894812038452
COL_347332,37891.51332469988
COL_347353,44677.47081867187
COL_347436,42592.56350414655
COL_347488,41466.9352086326
COL_347618,58517.653712118954
COL_347620,32712.43179731609
COL_347621,57329.00182797836
COL_347634,47191.95608367124
COL_347686,40223.042593819664
COL_347694,40491.569943985276
COL_347737,71647.04087085958
COL_347777,48036.54491114062
COL_347852,41293.4771074982
COL_347970,37897.68392924789
COL_348009,37066.567115597296
COL_348076,72821.2652077263
COL_348077,55495.48344501824
COL_348272,52870.81123403832
COL_348274,48658.6586480523
COL_348275,48146.80853488101
COL_348278,42738.428598527826
COL_348281,42981.47462892416
COL_348383,66174.14720051698
COL_348436,42994.06582359008
COL_348447,32993.51018618449
COL_348483,38048.92142748634
COL_348681,37966.08324742821
COL_348731,41814.257692887506
COL_348733,48266.661025459136
COL_348757,47740.839292360106
COL_348893,44543.315139422
COL_349002,111751.41196308896
COL_349029,53613.61620735894
COL_349110,38041.49652414216
COL_349213,36824.6491217119
COL_349214,41085.75799188965
COL_349215,36254.65810018384
COL_349216,37674.470994860094
COL_349601,32756.007443342653
COL_349602,39639.00069057421
COL_349643,33459.76611892563
COL_349719,49633.78490021311
COL_349774,38827.50904424623
COL_349777,37949.877758872084
COL_350115,32920.04973901365
COL_350169,38069.419829210434
COL_350175,72836.61859315613
COL_350245,41443.56122363748
COL_350246,44543.51493927152
COL_350338,53346.821792408395
COL_350353,40405.356660624304
COL_350357,48108.32596277848
COL_350456,42622.116797483475
COL_350457,36472.81978098948
COL_350458,42738.79696011105
COL_350459,42888.841332095355
COL_350476,44544.63013066212
COL_350497,94971.7329915103
COL_350564,122915.26449372568
COL_350594,51218.49912473442
COL_350743,42445.61387053478
COL_350761,60905.42190636577
COL_350762,62059.134685638564
COL_350764,51216.64606637125
COL_350784,36969.94795124027
COL_350851,48436.73270804015
COL_351049,42865.66193334838
COL_351088,225843.87594158208
